,
-604763670,37.2205029
-604733260,37.2705893
-604702850,39.6768897
-604672440,43.36827336
-604642030,42.46684493
-604611620,43.27951889
-604581210,41.15804628
-604550800,41.20756468
-604520390,41.42933701
-604489980,41.56850619
-604459570,43.58729055
-604429160,44.33955045
-604398750,45.4036497
-604368340,46.25276396
-604337930,44.843684
-604307520,45.017269
-604277110,47.57815212
-604246700,45.59312744
-604216290,45.04380745
-604185880,45.12446359
-604155470,45.42465997
-604125060,44.99144157
-604094650,46.28200222
-604064240,45.66612695
-604033830,47.45920728
-604003420,48.56276416
-603973010,48.19028868
-603942600,49.12191659
-603912190,49.83124693
-603881780,50.18726542
-603851370,50.9244614
-603820960,49.52610151
-603790550,50.1035815
-603760140,49.56204362
-603729730,50.23995388
-603699320,50.54706363
-603668910,50.34975473
-603638500,49.37671237
-603608090,51.4914198
-603577680,50.78247395
-603547270,50.19128657
-603516860,49.59105699
-603486450,50.38759567
-603456040,48.18047152
-603425630,48.5817039
-603395220,48.45899658
-603364810,48.59728588
-603334400,48.94031513
-603303990,51.26387795
-603273580,49.51967935
-603243170,50.72559838
-603212760,50.33206871
-603182350,50.44595342
-603151940,50.58222487
-603121530,51.18544
-603091120,50.40445625
-603060710,52.41721255
-603030300,51.64830192
-602999890,53.29282356
-602969480,52.495897
-602939070,53.27712421
-602908660,53.22773136
-602878250,54.32264581
-602847840,52.78610176
-602817430,52.92467558
-602787020,51.89700044
-602756610,51.68597654
-602726200,51.32943128
-602695790,51.54961455
-602665380,50.48103391
-602634970,50.12840485
-602604560,50.26262824
-602574150,51.11178663
-602543740,50.04161892
-602513330,50.48617199
-602482920,48.7669731
-602452510,48.416915
-602422100,49.08962192
-602391690,48.74243135
-602361280,47.42228264
-602330870,46.24765524
-602300460,46.04736389
-602270050,46.63310269
-602239640,45.66761347
-602209230,45.2123843
-602178820,45.35168775
-602148410,44.01811473
-602118000,44.54297516
-602087590,43.87463132
-602057180,42.89911335
-602026770,42.457751
-601996360,41.81314775
-601965950,42.17418082
-601935540,41.22728411
-601905130,41.27323604
-601874720,40.0272149
-601844310,39.91908862
-601813900,38.56693245
-601783490,38.57636775
-601753080,38.74233259
-601722670,38.63524838
-601692260,38.4190928
-601661850,38.60270682
-601631440,37.84392339
-601601030,37.31024312
-601570620,37.17738256
-601540210,36.38861723
-601509800,37.18973998
-601479390,36.92808857
-601448980,36.13689585
-601418570,36.53951038
-601388160,35.67470906
-601357750,36.02758052
-601327340,35.28668638
-601296930,34.87850275
-601266520,34.31538462
-601236110,35.02341387
-601205700,34.49691005
-601175290,34.3421138
-601144880,33.64994018
-601114470,34.31716342
-601084060,33.77420713
-601053650,33.46739195
-601023240,34.23599832
-600992830,33.63361196
-600962420,33.05995452
-600932010,34.37726305
-600901600,34.84451616
-600871190,34.68482811
-600840780,33.73333893
-600810370,33.25690099
-600779960,33.77536863
-600749550,33.99258734
-600719140,32.98327861
-600688730,32.44170218
-600658320,32.03400537
-600627910,32.02623033
-600597500,32.47004125
-600567090,32.39051316
-600536680,32.68038457
-600506270,32.98671304
-600475860,32.70533155
-600445450,31.97963549
-600415040,32.04052398
-600384630,31.30239299
-600354220,31.18611779
-600323810,31.49487617
-600293400,31.04390759
-600262990,30.21846002
-600232580,30.25973118
-600202170,30.4263494
-600171760,30.30515203
-600141350,29.70421395
