,
-604679040,4838.665376
-604558080,4845.176609
-604437120,5157.99566
-604316160,5637.875537
-604195200,5520.68984
-604074240,5626.337455
-603953280,5350.546016
-603832320,5356.983409
-603711360,5385.813812
-603590400,5403.905805
-603469440,5666.347771
-603348480,5764.141558
-603227520,5902.474461
-603106560,6012.859315
-602985600,5829.67892
-602864640,5852.244969
-602743680,6185.159775
-602622720,5927.106567
-602501760,5855.694969
-602380800,5866.180267
-602259840,5905.205796
-602138880,5848.887404
-602017920,6016.660289
-601896960,5936.596504
-601776000,6169.696946
-601655040,6313.15934
-601534080,6264.737529
-601413120,6385.849157
-601292160,6478.062101
-601171200,6524.344505
-601050240,6620.179982
-600929280,6438.393197
-600808320,6513.465595
-600687360,6443.065671
-600566400,6531.194005
-600445440,6571.118272
-600324480,6545.468115
-600203520,6418.972609
-600082560,6693.884574
-599961600,6601.721613
-599840640,6524.867254
-599719680,6446.837408
-599598720,6550.387437
-599477760,6263.461298
-599356800,6315.621507
-599235840,6299.669556
-599114880,6317.647164
-598993920,6362.240967
-598872960,6664.304133
-598752000,6437.558316
-598631040,6594.327789
-598510080,6543.168932
-598389120,6557.973945
-598268160,6575.689233
-598147200,6654.1072
-598026240,6552.579313
-597905280,6814.237632
-597784320,6714.27925
-597663360,6928.067062
-597542400,6824.46661
-597421440,6926.026147
-597300480,6919.605077
-597179520,7061.943955
-597058560,6862.193228
-596937600,6880.207825
-596816640,6746.610058
-596695680,6719.17695
-596574720,6672.826066
-596453760,6701.449892
-596332800,6562.534409
-596211840,6516.69263
-596090880,6534.141671
-595969920,6644.532262
-595848960,6505.41046
-595728000,6563.202359
-595607040,6339.706503
-595486080,6294.19895
-595365120,6381.65085
-595244160,6336.516076
-595123200,6164.896743
-595002240,6012.195181
-594881280,5986.157306
-594760320,6062.303349
-594639360,5936.789752
-594518400,5877.609959
-594397440,5895.719408
-594276480,5722.354914
-594155520,5790.586771
-594034560,5703.702072
-593913600,5576.884736
-593792640,5519.50763
-593671680,5435.709208
-593550720,5482.643506
-593429760,5359.546934
-593308800,5365.520685
-593187840,5203.537938
-593066880,5189.481521
-592945920,5013.701219
-592824960,5014.927808
-592704000,5036.503236
-592583040,5022.58229
-592462080,4994.482064
-592341120,5018.351887
-592220160,4919.710041
-592099200,4850.331605
-591978240,4833.059733
-591857280,4730.520239
-591736320,4834.666197
-591615360,4800.651515
-591494400,4697.79646
-591373440,4750.136349
-591252480,4637.712177
-591131520,4683.585468
-591010560,4587.269229
-590889600,4534.205358
-590768640,4461
-590647680,4553.043803
-590526720,4484.598307
-590405760,4464.474794
-590284800,4374.492223
-590163840,4461.231244
-590042880,4390.646927
-589921920,4350.760953
-589800960,4450.679782
-589680000,4372.369554
-589559040,4297.794088
-589438080,4469.044197
-589317120,4529.7871
-589196160,4509.027654
-589075200,4385.334061
-588954240,4323.397129
-588833280,4390.797921
-588712320,4419.036354
-588591360,4287.82622
-588470400,4217.421283
-588349440,4164.420698
-588228480,4163.409943
-588107520,4221.105363
-587986560,4210.766711
-587865600,4248.449994
-587744640,4288.272696
-587623680,4251.693102
-587502720,4157.352614
-587381760,4165.268118
-587260800,4069.311089
-587139840,4054.195313
-587018880,4094.333902
-586897920,4035.707986
-586776960,3928.399803
-586656000,3933.765053
-586535040,3955.425422
-586414080,3939.669764
-586293120,3861.547813
-586172160,3791.703552
-586051200,3842.362712
-585930240,3968.041694
-585809280,3937.31561
-585688320,3805.664166
-585567360,3761.303008
-585446400,3799.392863
-585325440,3748.55196
-585204480,3662.899091
-585083520,3669.2397
-584962560,3718.458566
-584841600,3810.189875
-584720640,3822.251225
-584599680,3778.616054
-584478720,3873.270211
-584357760,3932.760409
-584236800,3807.245898
-584115840,3902.134933
-583994880,4035.338647
-583873920,4089.437168
-583752960,4095.269422
-583632000,4129.357159
-583511040,4116.841616
-583390080,4176.233407
-583269120,4155.690392
-583148160,4103.347852
-583027200,4054.035629
-582906240,4132.298375
-582785280,4072.523732
-582664320,4027.142065
-582543360,3987.549406
-582422400,4020.367972
-582301440,4048.53084
-582180480,4089.849698
-582059520,4096.469789
-581938560,4098.221113
-581817600,4033.572693
-581696640,3997.828427
-581575680,3985.928307
-581454720,3927.144372
-581333760,3844.64682
-581212800,3859.037671
-581091840,3839.163782
-580970880,3800.646645
