,
-3628800,7406.055167
-3507840,7406.686163
-3386880,7220.288433
-3265920,7150.479264
-3144960,7027.816218
-3024000,6979.492183
-2903040,7017.159556
-2782080,7105.914643
-2661120,7081.068434
-2540160,7002.243551
-2419200,7035.250508
-2298240,7070.892581
-2177280,6801.458146
-2056320,6767.518445
-1935360,6636.078894
-1814400,6688.640506
-1693440,6607.931465
-1572480,6510.582529
-1451520,6337.054084
-1330560,6270.867285
-1209600,6302.474089
-1088640,6116.659078
-967680,6023.08392
-846720,5958.589609
-725760,5915.883912
-604800,5875.669853
-483840,5888.918591
-362880,5852.043371
-241920,5746.43311
-120960,5735.960551
0,5771.316791
